Country,Year,Month,Day_Length,Sunrise,Sunset,Day_Length_Seconds
Dem._People's_Republic_of_Korea,2022,5,13:52:48,8:37:43 PM,10:30:31 AM,49968
Dem._People's_Republic_of_Korea,2022,6,14:46:16,8:11:38 PM,10:57:54 AM,53176
Dem._People's_Republic_of_Korea,2022,7,14:55:04,8:13:16 PM,11:08:20 AM,53704
Dem._People's_Republic_of_Korea,2022,8,14:14:46,8:35:58 PM,10:50:44 AM,51286
Dem._People's_Republic_of_Korea,2022,9,13:05:53,9:04:09 PM,10:10:02 AM,47153
Dem._People's_Republic_of_Korea,2022,10,11:50:50,9:31:20 PM,9:22:10 AM,42650
Dem._People's_Republic_of_Korea,2022,11,10:35:50,10:02:39 PM,8:38:29 AM,38150
Dem._People's_Republic_of_Korea,2022,12,09:41:37,10:35:03 PM,8:16:40 AM,34897
Democratic_Republic_of_the_Congo,2022,1,12:24:20,4:50:07 AM,5:14:27 PM,44660
Democratic_Republic_of_the_Congo,2022,2,12:19:53,5:02:21 AM,5:22:14 PM,44393
Democratic_Republic_of_the_Congo,2022,3,12:13:29,5:04:19 AM,5:17:48 PM,44009
Democratic_Republic_of_the_Congo,2022,4,12:06:02,4:59:36 AM,5:05:38 PM,43562
Democratic_Republic_of_the_Congo,2022,5,11:59:44,4:55:59 AM,4:55:43 PM,43184
Democratic_Republic_of_the_Congo,2022,6,11:55:25,4:58:53 AM,4:54:18 PM,42925
Democratic_Republic_of_the_Congo,2022,7,11:54:46,5:05:14 AM,5:00:00 PM,42886
Democratic_Republic_of_the_Congo,2022,8,11:58:00,5:06:06 AM,5:04:06 PM,43080
Democratic_Republic_of_the_Congo,2022,9,12:03:54,4:56:49 AM,5:00:43 PM,43434
Democratic_Republic_of_the_Congo,2022,10,12:10:49,4:43:00 AM,4:53:49 PM,43849
Democratic_Republic_of_the_Congo,2022,11,12:18:06,4:33:16 AM,4:51:22 PM,44286
Democratic_Republic_of_the_Congo,2022,12,12:23:26,4:36:01 AM,4:59:27 PM,44606
Denmark,2022,1,07:14:10,7:36:12 AM,2:50:22 PM,26050
Denmark,2022,2,08:44:54,7:00:50 AM,3:45:44 PM,31494
Denmark,2022,3,10:47:07,5:58:30 AM,4:45:37 PM,38827
Denmark,2022,4,13:10:19,4:38:27 AM,5:48:46 PM,47419
Denmark,2022,5,15:24:37,3:24:32 AM,6:49:09 PM,55477
Denmark,2022,6,17:12:55,2:31:07 AM,7:44:02 PM,61975
Denmark,2022,7,17:31:08,2:28:03 AM,7:59:11 PM,63068
Denmark,2022,8,16:05:23,3:13:24 AM,7:18:47 PM,57923
Denmark,2022,9,13:53:30,4:13:00 AM,6:06:30 PM,50010
Denmark,2022,10,11:37:10,5:10:49 AM,4:47:59 PM,41830
Denmark,2022,11,09:19:15,6:13:41 AM,3:32:56 PM,33555
Denmark,2022,12,07:33:04,7:12:12 AM,2:45:16 PM,27184
Djibouti,2022,1,11:29:55,3:25:58 AM,2:55:53 PM,41395
Djibouti,2022,2,11:40:35,3:30:40 AM,3:11:15 PM,42035
Djibouti,2022,3,11:56:40,3:21:25 AM,3:18:05 PM,43000
Djibouti,2022,4,12:16:34,3:03:02 AM,3:19:36 PM,44194
Djibouti,2022,5,12:34:44,2:47:10 AM,3:21:54 PM,45284
Djibouti,2022,6,12:47:52,2:41:19 AM,3:29:11 PM,46072
Djibouti,2022,7,12:49:54,2:46:20 AM,3:36:14 PM,46194
Djibouti,2022,8,12:39:57,2:53:48 AM,3:33:45 PM,45597
Djibouti,2022,9,12:22:39,2:56:08 AM,3:18:47 PM,44559
Djibouti,2022,10,12:03:40,2:55:17 AM,2:58:57 PM,43420
Djibouti,2022,11,11:45:02,2:58:29 AM,2:43:31 PM,42302
Djibouti,2022,12,11:32:04,3:10:21 AM,2:42:25 PM,41524
Dominica,2022,1,11:16:45,10:30:49 AM,9:47:34 PM,40605
Dominica,2022,2,11:31:17,10:33:29 AM,10:04:46 PM,41477
Dominica,2022,3,11:52:53,10:21:23 AM,10:14:16 PM,42773
Dominica,2022,4,12:19:30,9:59:37 AM,10:19:07 PM,44370
Dominica,2022,5,12:43:36,9:40:50 AM,10:24:26 PM,45816
Dominica,2022,6,13:00:57,9:32:57 AM,10:33:54 PM,46857
Dominica,2022,7,13:03:30,9:37:43 AM,10:41:13 PM,47010
Dominica,2022,8,12:50:09,9:46:49 AM,10:36:58 PM,46209
Dominica,2022,9,12:27:06,9:51:57 AM,10:19:03 PM,44826
Dominica,2022,10,12:01:46,9:54:16 AM,9:56:02 PM,43306
Dominica,2022,11,11:36:51,10:00:42 AM,9:37:33 PM,41811
Dominica,2022,12,11:19:29,10:14:53 AM,9:34:22 PM,40769
Dominican_Republic,2022,1,11:05:03,11:10:44 AM,10:15:47 PM,39903
Dominican_Republic,2022,2,11:22:56,11:11:43 AM,10:34:39 PM,40976
Dominican_Republic,2022,3,11:49:27,10:57:09 AM,10:46:36 PM,42567
Dominican_Republic,2022,4,12:21:59,10:32:25 AM,10:54:24 PM,44519
Dominican_Republic,2022,5,12:51:24,10:10:59 AM,11:02:23 PM,46284
Dominican_Republic,2022,6,13:12:34,10:01:12 AM,11:13:46 PM,47554
Dominican_Republic,2022,7,13:15:40,10:05:42 AM,11:21:22 PM,47740
Dominican_Republic,2022,8,12:59:22,10:16:16 AM,11:15:38 PM,46762
Dominican_Republic,2022,9,12:31:12,10:23:57 AM,10:55:09 PM,45072
Dominican_Republic,2022,10,12:00:16,10:29:04 AM,10:29:20 PM,43216
Dominican_Republic,2022,11,11:29:44,10:38:19 AM,10:08:03 PM,41384
Dominican_Republic,2022,12,11:08:24,10:54:29 AM,10:02:53 PM,40104
Ecuador,2022,1,12:10:23,11:12:34 AM,11:22:57 PM,43823
Ecuador,2022,2,12:09:48,11:22:47 AM,11:32:35 PM,43788
Ecuador,2022,3,12:09:08,11:21:48 AM,11:30:56 PM,43748
Ecuador,2022,4,12:08:41,11:13:33 AM,11:22:14 PM,43721
Ecuador,2022,5,12:08:36,11:06:52 AM,11:15:28 PM,43716
Ecuador,2022,6,12:08:43,11:07:37 AM,11:16:20 PM,43723
Ecuador,2022,7,12:08:45,11:13:39 AM,11:22:24 PM,43725
Ecuador,2022,8,12:08:38,11:16:07 AM,11:24:45 PM,43718
Ecuador,2022,9,12:08:36,11:09:44 AM,11:18:20 PM,43716
Ecuador,2022,10,12:08:56,10:59:13 AM,11:08:09 PM,43736
Ecuador,2022,11,12:09:35,10:52:53 AM,11:02:28 PM,43775
Ecuador,2022,12,12:10:15,10:58:04 AM,11:08:19 PM,43815
Egypt,2022,1,10:17:49,4:49:39 AM,3:07:28 PM,37069
Egypt,2022,2,10:49:07,4:44:01 AM,3:33:08 PM,38947
Egypt,2022,3,11:35:18,4:19:43 AM,3:55:01 PM,41718
Egypt,2022,4,12:31:37,3:43:07 AM,4:14:44 PM,45097
Egypt,2022,5,13:22:38,3:10:50 AM,4:33:28 PM,48158
Egypt,2022,6,13:59:47,2:52:59 AM,4:52:46 PM,50387
Egypt,2022,7,14:05:35,2:56:07 AM,5:01:42 PM,50735
Egypt,2022,8,13:37:19,3:12:44 AM,4:50:03 PM,49039
Egypt,2022,9,12:48:34,3:30:47 AM,4:19:21 PM,46114
Egypt,2022,10,11:55:05,3:47:11 AM,3:42:16 PM,42905
Egypt,2022,11,11:01:54,4:07:40 AM,3:09:34 PM,39714
Egypt,2022,12,10:24:08,4:31:57 AM,2:56:05 PM,37448
El_Salvador,2022,1,11:22:33,12:19:09 PM,11:41:42 PM,40953
El_Salvador,2022,2,11:35:28,12:22:36 PM,11:58:04 PM,41728
El_Salvador,2022,3,11:54:41,12:11:40 PM,12:06:21 AM,42881
El_Salvador,2022,4,12:18:22,11:51:21 AM,12:09:43 AM,44302
El_Salvador,2022,5,12:39:50,11:33:54 AM,12:13:44 AM,45590
El_Salvador,2022,6,12:55:16,11:27:00 AM,12:22:16 AM,46516
El_Salvador,2022,7,12:57:30,11:31:56 AM,12:29:26 AM,46650
El_Salvador,2022,8,12:45:34,11:40:18 AM,12:25:52 AM,45934
El_Salvador,2022,9,12:25:00,11:44:10 AM,12:09:10 AM,44700
El_Salvador,2022,10,12:02:28,11:45:05 AM,11:47:33 PM,43348
El_Salvador,2022,11,11:40:18,11:50:10 AM,11:30:28 PM,42018
El_Salvador,2022,12,11:24:56,12:03:23 PM,11:28:19 PM,41096
Equatorial_Guinea,2022,1,11:56:53,5:29:58 AM,5:26:51 PM,43013
Equatorial_Guinea,2022,2,12:00:03,5:38:23 AM,5:38:26 PM,43203
Equatorial_Guinea,2022,3,12:04:58,5:34:42 AM,5:39:40 PM,43498
Equatorial_Guinea,2022,4,12:11:18,5:23:05 AM,5:34:23 PM,43878
Equatorial_Guinea,2022,5,12:17:16,5:13:20 AM,5:30:36 PM,44236
Equatorial_Guinea,2022,6,12:21:41,5:11:52 AM,5:33:33 PM,44501
Equatorial_Guinea,2022,7,12:22:22,5:17:34 AM,5:39:56 PM,44542
Equatorial_Guinea,2022,8,12:18:58,5:21:44 AM,5:40:42 PM,44338
Equatorial_Guinea,2022,9,12:13:13,5:18:16 AM,5:31:29 PM,43993
Equatorial_Guinea,2022,10,12:07:07,5:10:58 AM,5:18:05 PM,43627
Equatorial_Guinea,2022,11,12:01:21,5:07:46 AM,5:09:07 PM,43281
Equatorial_Guinea,2022,12,11:57:30,5:15:07 AM,5:12:37 PM,43050
Eritrea,2022,1,11:16:35,3:49:29 AM,3:06:04 PM,40595
Eritrea,2022,2,11:31:00,3:52:18 AM,3:23:18 PM,41460
Eritrea,2022,3,11:52:38,3:40:17 AM,3:32:55 PM,42758
Eritrea,2022,4,12:19:17,3:18:31 AM,3:37:48 PM,44357
Eritrea,2022,5,12:43:29,2:59:38 AM,3:43:07 PM,45809
Eritrea,2022,6,13:00:58,2:51:37 AM,3:52:35 PM,46858
Eritrea,2022,7,13:03:40,2:56:18 AM,3:59:58 PM,47020
Eritrea,2022,8,12:50:25,3:05:25 AM,3:55:50 PM,46225
Eritrea,2022,9,12:27:22,3:10:37 AM,3:37:59 PM,44842
Eritrea,2022,10,12:02:00,3:12:57 AM,3:14:57 PM,43320
Eritrea,2022,11,11:36:59,3:19:21 AM,2:56:20 PM,41819
Eritrea,2022,12,11:19:29,3:33:29 AM,2:52:58 PM,40769
Estonia,2022,1,06:19:07,7:14:57 AM,1:34:04 PM,22747
Estonia,2022,2,08:10:49,6:29:07 AM,2:39:56 PM,29449
Estonia,2022,3,10:34:41,5:15:58 AM,3:50:39 PM,38081
Estonia,2022,4,13:20:29,3:44:37 AM,5:05:06 PM,48029
Estonia,2022,5,15:58:31,2:18:50 AM,6:17:21 PM,57511
Estonia,2022,6,18:13:26,1:12:06 AM,7:25:32 PM,65606
Estonia,2022,7,18:37:43,1:06:00 AM,7:43:43 PM,67063
Estonia,2022,8,16:48:21,2:03:10 AM,6:51:31 PM,60501
Estonia,2022,9,14:11:05,3:15:28 AM,5:26:33 PM,51065
Estonia,2022,10,11:33:01,4:24:09 AM,3:57:10 PM,41581
Estonia,2022,11,08:52:06,5:38:31 AM,2:30:37 PM,31926
Estonia,2022,12,06:43:10,6:48:23 AM,1:31:33 PM,24190
Ethiopia,2022,1,11:38:50,3:39:06 AM,3:17:56 PM,41930
Ethiopia,2022,2,11:47:02,3:45:02 AM,3:32:04 PM,42422
Ethiopia,2022,3,11:59:23,3:37:39 AM,3:37:02 PM,43163
Ethiopia,2022,4,12:14:48,3:21:30 AM,3:36:18 PM,44088
Ethiopia,2022,5,12:28:55,3:07:40 AM,3:36:35 PM,44935
Ethiopia,2022,6,12:39:09,3:03:16 AM,3:42:25 PM,45549
Ethiopia,2022,7,12:40:45,3:08:30 AM,3:49:15 PM,45645
Ethiopia,2022,8,12:32:58,3:14:53 AM,3:47:51 PM,45178
Ethiopia,2022,9,12:19:30,3:15:18 AM,3:34:48 PM,44370
Ethiopia,2022,10,12:04:48,3:12:18 AM,3:17:06 PM,43488
Ethiopia,2022,11,11:50:25,3:13:23 AM,3:03:48 PM,42625
Ethiopia,2022,12,11:40:28,3:23:45 AM,3:04:13 PM,42028
Faeroe_Islands,2022,1,05:29:09,9:46:05 AM,3:15:14 PM,19749
Faeroe_Islands,2022,2,07:42:24,8:49:26 AM,4:31:50 PM,27744
Faeroe_Islands,2022,3,10:25:05,7:26:51 AM,5:51:56 PM,37505
Faeroe_Islands,2022,4,13:29:34,5:46:09 AM,7:15:43 PM,48574
Faeroe_Islands,2022,5,16:28:10,4:10:06 AM,8:38:16 PM,59290
Faeroe_Islands,2022,6,19:10:58,2:49:27 AM,10:00:25 PM,69058
Faeroe_Islands,2022,7,19:42:23,2:39:47 AM,10:22:10 PM,70943
Faeroe_Islands,2022,8,17:25:28,3:50:42 AM,9:16:10 PM,62728
Faeroe_Islands,2022,9,14:25:08,5:14:31 AM,7:39:39 PM,51908
Faeroe_Islands,2022,10,11:29:02,6:32:13 AM,6:01:15 PM,41342
Faeroe_Islands,2022,11,08:28:41,7:56:19 AM,4:25:00 PM,30521
Faeroe_Islands,2022,12,05:58:12,9:17:00 AM,3:15:12 PM,21492
Falkland_Islands_(Malvinas),2022,1,16:38:10,7:35:57 AM,12:14:07 AM,59890
Falkland_Islands_(Malvinas),2022,2,15:18:12,8:25:52 AM,11:44:04 PM,55092
Falkland_Islands_(Malvinas),2022,3,13:30:33,9:18:24 AM,10:48:57 PM,48633
Falkland_Islands_(Malvinas),2022,4,11:26:25,10:12:00 AM,9:38:25 PM,41185
Falkland_Islands_(Malvinas),2022,5,09:34:29,11:01:14 AM,8:35:43 PM,34469
Falkland_Islands_(Malvinas),2022,6,08:09:56,11:44:18 AM,7:54:14 PM,29396
Falkland_Islands_(Malvinas),2022,7,07:56:52,11:56:53 AM,7:53:45 PM,28612
Falkland_Islands_(Malvinas),2022,8,09:03:02,11:26:13 AM,8:29:15 PM,32582
Falkland_Islands_(Malvinas),2022,9,10:51:16,10:25:43 AM,9:16:59 PM,39076
Falkland_Islands_(Malvinas),2022,10,12:48:20,9:16:50 AM,10:05:10 PM,46100
Falkland_Islands_(Malvinas),2022,11,14:49:18,8:10:19 AM,10:59:37 PM,53358
Falkland_Islands_(Malvinas),2022,12,16:22:20,7:29:18 AM,11:51:38 PM,58940
Fiji,2022,1,13:14:13,5:32:27 PM,6:46:40 AM,47653
Fiji,2022,2,12:56:15,5:51:36 PM,6:47:51 AM,46575
Fiji,2022,3,12:29:37,6:03:50 PM,6:33:27 AM,44977
Fiji,2022,4,11:57:35,6:11:27 PM,6:09:02 AM,43055
Fiji,2022,5,11:29:17,6:18:45 PM,5:48:02 AM,41357
Fiji,2022,6,11:09:06,6:29:27 PM,5:38:33 AM,40146
Fiji,2022,7,11:05:47,6:37:08 PM,5:42:55 AM,39947
Fiji,2022,8,11:20:40,6:32:17 PM,5:52:57 AM,40840
Fiji,2022,9,11:47:17,6:12:45 PM,6:00:02 AM,42437
Fiji,2022,10,12:17:24,5:47:21 PM,6:04:45 AM,44244
Fiji,2022,11,12:48:05,5:25:47 PM,6:13:52 AM,46085
Fiji,2022,12,13:10:14,5:19:56 PM,6:30:10 AM,47414
Finland,2022,1,06:06:10,7:20:41 AM,1:26:51 PM,21970
Finland,2022,2,08:03:09,6:32:12 AM,2:35:21 PM,28989
Finland,2022,3,10:31:58,5:16:35 AM,3:48:33 PM,37918
Finland,2022,4,13:22:46,3:42:44 AM,5:05:30 PM,48166
Finland,2022,5,16:06:13,2:14:14 AM,6:20:27 PM,57973
Finland,2022,6,18:27:59,1:04:05 AM,7:32:04 PM,66479
Finland,2022,7,18:53:58,12:57:08 AM,7:51:06 PM,68038
Finland,2022,8,16:58:13,1:57:29 AM,6:55:42 PM,61093
Finland,2022,9,14:14:59,3:12:46 AM,5:27:45 PM,51299
Finland,2022,10,11:32:06,4:23:52 AM,3:55:58 PM,41526
Finland,2022,11,08:46:00,5:40:49 AM,2:26:49 PM,31560
Finland,2022,12,06:31:34,6:53:26 AM,1:25:00 PM,23494
France,2022,1,08:24:17,7:42:01 AM,4:06:18 PM,30257
France,2022,2,09:30:48,7:18:45 AM,4:49:33 PM,34248
France,2022,3,11:04:27,6:30:41 AM,5:35:08 PM,39867
France,2022,4,12:56:10,5:26:23 AM,6:22:33 PM,46570
France,2022,5,14:39:06,4:28:09 AM,7:07:15 PM,52746
France,2022,6,15:57:48,3:49:33 AM,7:47:21 PM,57468
France,2022,7,16:10:20,3:49:19 AM,7:59:39 PM,58220
France,2022,8,15:09:12,4:22:21 AM,7:31:33 PM,54552
France,2022,9,13:29:27,5:05:53 AM,6:35:20 PM,48567
France,2022,10,11:43:15,5:48:38 AM,5:31:53 PM,42195
France,2022,11,09:56:36,6:35:53 AM,4:32:29 PM,35796
France,2022,12,08:37:45,7:20:44 AM,3:58:29 PM,31065
French_Guiana,2022,1,11:52:52,9:36:32 AM,9:29:24 PM,42772
French_Guiana,2022,2,11:57:11,9:44:19 AM,9:41:30 PM,43031
French_Guiana,2022,3,12:03:46,9:39:44 AM,9:43:30 PM,43426
French_Guiana,2022,4,12:12:07,9:27:05 AM,9:39:12 PM,43927
French_Guiana,2022,5,12:19:54,9:16:28 AM,9:36:22 PM,44394
French_Guiana,2022,6,12:25:36,9:14:24 AM,9:40:00 PM,44736
French_Guiana,2022,7,12:26:26,9:20:02 AM,9:46:28 PM,44786
French_Guiana,2022,8,12:22:03,9:24:39 AM,9:46:42 PM,44523
French_Guiana,2022,9,12:14:33,9:22:01 AM,9:36:34 PM,44073
French_Guiana,2022,10,12:06:32,9:15:40 AM,9:22:12 PM,43592
French_Guiana,2022,11,11:58:52,9:13:28 AM,9:12:20 PM,43132
French_Guiana,2022,12,11:53:41,9:21:33 AM,9:15:14 PM,42821
French_Polynesia,2022,1,13:11:39,3:26:12 PM,4:37:51 AM,47499
French_Polynesia,2022,2,12:53:48,3:44:58 PM,4:38:46 AM,46428
French_Polynesia,2022,3,12:27:57,3:56:31 PM,4:24:28 AM,44877
French_Polynesia,2022,4,11:57:05,4:03:28 PM,4:00:33 AM,43025
French_Polynesia,2022,5,11:29:57,4:10:20 PM,3:40:17 AM,41397
French_Polynesia,2022,6,11:10:54,4:20:44 PM,3:31:38 AM,40254
French_Polynesia,2022,7,11:08:14,4:28:07 PM,3:36:21 AM,40094
French_Polynesia,2022,8,11:23:01,4:23:05 PM,3:46:06 AM,40981
French_Polynesia,2022,9,11:48:53,4:03:42 PM,3:52:35 AM,42533
French_Polynesia,2022,10,12:17:59,3:38:48 PM,3:56:47 AM,44279
French_Polynesia,2022,11,12:47:28,3:18:06 PM,4:05:34 AM,46048
French_Polynesia,2022,12,13:08:27,3:13:12 PM,4:21:39 AM,47307
Gabon,2022,1,12:08:16,5:21:36 AM,5:29:52 PM,43696
Gabon,2022,2,12:08:16,5:31:36 AM,5:39:52 PM,43696
Gabon,2022,3,12:08:28,5:30:16 AM,5:38:44 PM,43708
Gabon,2022,4,12:09:05,5:21:31 AM,5:30:36 PM,43745
Gabon,2022,5,12:09:57,5:14:19 AM,5:24:16 PM,43797
Gabon,2022,6,12:10:45,5:14:39 AM,5:25:24 PM,43845
Gabon,2022,7,12:10:52,5:20:38 AM,5:31:30 PM,43852
Gabon,2022,8,12:10:14,5:23:25 AM,5:33:39 PM,43814
Gabon,2022,9,12:09:19,5:17:32 AM,5:26:51 PM,43759
Gabon,2022,10,12:08:38,5:07:32 AM,5:16:10 PM,43718
Gabon,2022,11,12:08:17,5:01:37 AM,5:09:54 PM,43697
Gabon,2022,12,12:08:15,5:07:03 AM,5:15:18 PM,43695
Gambia,2022,1,11:23:21,7:28:37 AM,6:51:58 PM,41001
Gambia,2022,2,11:35:57,7:32:18 AM,7:08:15 PM,41757
Gambia,2022,3,11:54:46,7:21:38 AM,7:16:24 PM,42886
Gambia,2022,4,12:18:02,7:01:33 AM,7:19:35 PM,44282
Gambia,2022,5,12:39:09,6:44:14 AM,7:23:23 PM,45549
Gambia,2022,6,12:54:22,6:37:23 AM,7:31:45 PM,46462
Gambia,2022,7,12:56:40,6:42:17 AM,7:38:57 PM,46600
Gambia,2022,8,12:45:02,6:50:33 AM,7:35:35 PM,45902
Gambia,2022,9,12:24:51,6:54:17 AM,7:19:08 PM,44691
Gambia,2022,10,12:02:43,6:55:00 AM,6:57:43 PM,43363
Gambia,2022,11,11:40:57,6:59:49 AM,6:40:46 PM,42057
Gambia,2022,12,11:25:47,7:12:51 AM,6:38:38 PM,41147
Georgia,2022,1,09:16:11,4:26:04 AM,1:42:15 PM,33371
Georgia,2022,2,10:05:56,4:11:14 AM,2:17:10 PM,36356
Georgia,2022,3,11:17:52,3:34:04 AM,2:51:56 PM,40672
Georgia,2022,4,12:44:43,2:42:12 AM,3:26:55 PM,45883
Georgia,2022,5,14:04:01,1:55:46 AM,3:59:47 PM,50641
Georgia,2022,6,15:03:05,1:26:57 AM,4:30:02 PM,54185
Georgia,2022,7,15:12:28,1:28:18 AM,4:40:46 PM,54748
Georgia,2022,8,14:27:19,1:53:22 AM,4:20:41 PM,52039
Georgia,2022,9,13:11:09,2:25:08 AM,3:36:17 PM,47469
Georgia,2022,10,11:48:39,2:56:02 AM,2:44:41 PM,42519
Georgia,2022,11,10:26:09,3:31:10 AM,1:57:19 PM,37569
Georgia,2022,12,09:26:25,4:06:25 AM,1:32:50 PM,33985
Germany,2022,1,07:50:02,7:14:53 AM,3:04:55 PM,28202
Germany,2022,2,09:08:01,6:45:54 AM,3:53:55 PM,32881
Germany,2022,3,10:55:43,5:50:49 AM,4:46:32 PM,39343
Germany,2022,4,13:03:08,4:38:40 AM,5:41:48 PM,46988
Germany,2022,5,15:01:31,3:32:42 AM,6:34:13 PM,54091
Germany,2022,6,16:34:12,2:47:06 AM,7:21:18 PM,59652
Germany,2022,7,16:49:22,2:45:33 AM,7:34:55 PM,60562
Germany,2022,8,15:36:51,3:24:17 AM,7:01:08 PM,56211
Germany,2022,9,13:41:27,4:15:39 AM,5:57:06 PM,49287
Germany,2022,10,11:40:14,5:05:54 AM,4:46:08 PM,42014
Germany,2022,11,09:38:06,6:00:53 AM,3:38:59 PM,34686
Germany,2022,12,08:06:04,6:52:19 AM,2:58:23 PM,29164
Ghana,2022,1,11:50:44,6:08:59 AM,5:59:43 PM,42644
Ghana,2022,2,11:55:38,6:16:31 AM,6:12:09 PM,42938
Ghana,2022,3,12:03:05,6:11:33 AM,6:14:38 PM,43385
Ghana,2022,4,12:12:30,5:58:24 AM,6:10:54 PM,43950
Ghana,2022,5,12:21:14,5:47:16 AM,6:08:30 PM,44474
Ghana,2022,6,12:27:38,5:44:49 AM,6:12:27 PM,44858
Ghana,2022,7,12:28:35,5:50:23 AM,6:18:58 PM,44915
Ghana,2022,8,12:23:42,5:55:17 AM,6:18:59 PM,44622
Ghana,2022,9,12:15:19,5:53:08 AM,6:08:27 PM,44119
Ghana,2022,10,12:06:17,5:47:18 AM,5:53:35 PM,43577
Ghana,2022,11,11:57:36,5:45:34 AM,5:43:10 PM,43056
Ghana,2022,12,11:51:41,5:53:57 AM,5:45:38 PM,42701
Gibraltar,2022,1,09:48:07,7:30:55 AM,5:19:02 PM,35287
Gibraltar,2022,2,10:28:22,7:20:47 AM,5:49:09 PM,37702
Gibraltar,2022,3,11:27:02,6:50:12 AM,6:17:14 PM,41222
Gibraltar,2022,4,12:38:13,6:06:09 AM,6:44:22 PM,45493
Gibraltar,2022,5,13:42:52,5:27:04 AM,7:09:56 PM,49372
Gibraltar,2022,6,14:30:17,5:04:07 AM,7:34:24 PM,52217
Gibraltar,2022,7,14:37:34,5:06:31 AM,7:44:05 PM,52654
Gibraltar,2022,8,14:01:11,5:27:10 AM,7:28:21 PM,50471
Gibraltar,2022,9,12:59:13,5:51:48 AM,6:51:01 PM,46753
Gibraltar,2022,10,11:51:37,6:15:15 AM,6:06:52 PM,42697
Gibraltar,2022,11,10:44:15,6:42:52 AM,5:27:07 PM,38655
Gibraltar,2022,12,09:56:05,7:12:23 AM,5:08:28 PM,35765
Greece,2022,1,09:38:18,5:39:23 AM,3:17:41 PM,34698
Greece,2022,2,10:21:23,5:27:51 AM,3:49:14 PM,37283
Greece,2022,3,11:24:07,4:55:16 AM,4:19:23 PM,41047
Greece,2022,4,12:40:08,4:08:49 AM,4:48:57 PM,45608
Greece,2022,5,13:49:19,3:27:27 AM,5:16:46 PM,49759
Greece,2022,6,14:40:17,3:02:42 AM,5:42:59 PM,52817
Greece,2022,7,14:48:15,3:04:45 AM,5:53:00 PM,53295
Greece,2022,8,14:09:17,3:26:43 AM,5:36:00 PM,50957
Greece,2022,9,13:02:58,3:53:33 AM,4:56:31 PM,46978
Greece,2022,10,11:50:46,4:19:18 AM,4:10:04 PM,42646
Greece,2022,11,10:38:44,4:49:13 AM,3:27:57 PM,38324
Greece,2022,12,09:47:00,5:20:29 AM,3:07:29 PM,35220
Greenland,2022,1,04:32:59,1:14:01 PM,5:47:00 PM,16379
Greenland,2022,2,07:13:37,12:03:39 PM,7:17:16 PM,26017
Greenland,2022,3,10:16:00,10:31:10 AM,8:47:10 PM,36960
Greenland,2022,4,13:38:57,8:41:14 AM,10:20:11 PM,49137
Greenland,2022,5,16:59:10,6:54:23 AM,11:53:33 PM,61150
Greenland,2022,6,20:20:07,5:14:42 AM,1:34:49 AM,73207
Greenland,2022,7,21:05:26,4:58:05 AM,2:03:31 AM,75926
Greenland,2022,8,18:04:29,6:30:59 AM,12:35:28 AM,65069
Greenland,2022,9,14:38:47,8:07:27 AM,10:46:14 PM,52727
Greenland,2022,10,11:24:47,9:34:06 AM,8:58:53 PM,41087
Greenland,2022,11,08:04:41,11:08:07 AM,7:12:48 PM,29081
Greenland,2022,12,05:08:43,12:41:35 PM,5:50:18 PM,18523
Grenada,2022,1,11:28:18,10:26:29 AM,9:54:47 PM,41298
Grenada,2022,2,11:39:34,10:30:47 AM,10:10:21 PM,41974
Grenada,2022,3,11:56:21,10:21:06 AM,10:17:27 PM,42981
Grenada,2022,4,12:17:06,10:02:15 AM,10:19:21 PM,44226
Grenada,2022,5,12:35:58,9:46:05 AM,10:22:03 PM,45358
Grenada,2022,6,12:49:34,9:40:05 AM,10:29:39 PM,46174
Grenada,2022,7,12:51:33,9:45:08 AM,10:36:41 PM,46293
Grenada,2022,8,12:41:06,9:52:47 AM,10:33:53 PM,45666
Grenada,2022,9,12:23:03,9:55:25 AM,10:18:28 PM,44583
Grenada,2022,10,12:03:15,9:54:58 AM,9:58:13 PM,43395
Grenada,2022,11,11:43:52,9:58:38 AM,9:42:30 PM,42232
Grenada,2022,12,11:30:26,10:10:51 AM,9:41:17 PM,41426
Guadeloupe,2022,1,11:14:13,10:33:26 AM,9:47:39 PM,40453
Guadeloupe,2022,2,11:29:29,10:35:44 AM,10:05:13 PM,41369
Guadeloupe,2022,3,11:52:09,10:23:06 AM,10:15:15 PM,42729
Guadeloupe,2022,4,12:20:01,10:00:42 AM,10:20:43 PM,44401
Guadeloupe,2022,5,12:45:17,9:41:20 AM,10:26:37 PM,45917
Guadeloupe,2022,6,13:03:27,9:33:03 AM,10:36:30 PM,47007
Guadeloupe,2022,7,13:06:07,9:37:46 AM,10:43:53 PM,47167
Guadeloupe,2022,8,12:52:09,9:47:10 AM,10:39:19 PM,46329
Guadeloupe,2022,9,12:27:58,9:52:52 AM,10:20:50 PM,44878
Guadeloupe,2022,10,12:01:28,9:55:46 AM,9:57:14 PM,43288
Guadeloupe,2022,11,11:35:19,10:02:49 AM,9:38:08 PM,41719
Guadeloupe,2022,12,11:17:06,10:17:25 AM,9:34:31 PM,40626
Guam,2022,1,11:23:11,8:42:47 PM,8:05:58 AM,40991
Guam,2022,2,11:35:38,8:46:41 PM,8:22:19 AM,41738
